trip_id,starttime,stoptime,bikeid,tripduration,from_station_id,from_station_name,to_station_id,to_station_name,usertype,gender,birthyear
10426561,6/30/2016 23:35,7/1/2016 0:02,5229,1620,329,Lake Shore Dr & Diversey Pkwy,307,Southport Ave & Clybourn Ave,Subscriber,Male,1968
10426434,6/30/2016 23:09,6/30/2016 23:35,5218,1547,228,Damen Ave & Melrose Ave,253,Clifton Ave & Lawrence Ave,Subscriber,Female,1988
10426287,6/30/2016 22:48,6/30/2016 23:13,4199,1521,145,Mies van der Rohe Way & Chestnut St,35,Streeter Dr & Grand Ave,Customer,,
10426168,6/30/2016 22:31,6/30/2016 22:42,2659,668,113,Bissell St & Armitage Ave,69,Damen Ave & Pierce Ave,Subscriber,Male,1986
10426027,6/30/2016 22:18,6/30/2016 22:21,3887,157,254,Pine Grove Ave & Irving Park Rd,240,Sheridan Rd & Irving Park Rd,Subscriber,Female,1993
10425890,6/30/2016 22:04,6/30/2016 22:14,5296,608,144,Larrabee St & Webster Ave,289,Wells St & Concord Ln,Subscriber,Male,1990
10425756,6/30/2016 21:52,6/30/2016 22:00,2915,495,286,Franklin St & Quincy St,212,Orleans St & Ohio St,Subscriber,Male,1986
10425649,6/30/2016 21:39,6/30/2016 22:02,4196,1334,117,Wilton Ave & Belmont Ave,231,Sheridan Rd & Montrose Ave,Subscriber,Male,1977
10425531,6/30/2016 21:30,6/30/2016 21:50,4777,1254,289,Wells St & Concord Ln,213,Leavitt St & North Ave,Subscriber,Male,1989
10425394,6/30/2016 21:18,6/30/2016 21:31,1296,789,289,Wells St & Concord Ln,16,Paulina Ave & North Ave,Subscriber,Female,1989
10425279,6/30/2016 21:09,6/30/2016 21:24,3307,870,220,Hampden Ct & Diversey Pkwy,324,Stockton Dr & Wrightwood Ave,Subscriber,Female,1986
10425133,6/30/2016 20:59,6/30/2016 21:18,4681,1100,120,Wentworth Ave & Archer Ave,168,Michigan Ave & 14th St,Subscriber,Male,1981
10425010,6/30/2016 20:50,6/30/2016 20:56,1312,366,107,Desplaines St & Jackson Blvd,71,Morgan St & Lake St,Subscriber,Male,1970
10424887,6/30/2016 20:42,6/30/2016 20:48,3032,370,24,Fairbanks Ct & Grand Ave,90,Millennium Park,Subscriber,Male,1991
10424769,6/30/2016 20:34,6/30/2016 20:53,2606,1116,249,Montrose Harbor,154,Southport Ave & Belmont Ave,Subscriber,Male,1992
10424639,6/30/2016 20:25,6/30/2016 20:39,5334,840,36,Franklin St & Jackson Blvd,197,Michigan Ave & Madison St,Customer,,
10424505,6/30/2016 20:17,6/30/2016 20:29,5158,729,140,Dearborn Pkwy & Delaware Pl,174,Canal St & Madison St,Subscriber,Male,1971
10424383,6/30/2016 20:10,6/30/2016 20:25,2977,951,112,Green St & Randolph St,27,Larrabee St & North Ave,Subscriber,Female,1981
10424253,6/30/2016 20:01,6/30/2016 20:07,5030,332,14,Morgan St & 18th St,205,Paulina St & 18th St,Subscriber,Male,1992
10424133,6/30/2016 19:55,6/30/2016 19:57,2093,127,66,Clinton St & Lake St,77,Clinton St & Madison St,Subscriber,Male,1975
10424021,6/30/2016 19:50,6/30/2016 20:16,4844,1560,268,Lake Shore Dr & North Blvd,197,Michigan Ave & Madison St,Subscriber,Female,1988
10423914,6/30/2016 19:43,6/30/2016 19:49,5309,352,49,Dearborn St & Monroe St,75,Canal St & Jackson Blvd,Subscriber,Male,1960
10423807,6/30/2016 19:37,6/30/2016 20:00,3087,1385,268,Lake Shore Dr & North Blvd,268,Lake Shore Dr & North Blvd,Customer,,
10423693,6/30/2016 19:30,6/30/2016 19:36,222,336,344,Ravenswood Ave & Lawrence Ave,238,Ravenswood Ave & Montrose Ave (*),Subscriber,Female,1986
10423581,6/30/2016 19:25,6/30/2016 19:40,2814,882,68,Clinton St & Tilden St,273,Michigan Ave & 18th St,Subscriber,Male,1975
10423461,6/30/2016 19:20,6/30/2016 19:31,2559,683,461,Broadway & Ridge Ave,454,Broadway & Granville Ave,Subscriber,Female,1994
10423339,6/30/2016 19:15,6/30/2016 19:36,3911,1263,359,Larrabee St & Division St,504,Campbell Ave & Fullerton Ave,Subscriber,Male,1989
10423203,6/30/2016 19:10,6/30/2016 19:32,3680,1323,258,Logan Blvd & Elston Ave,210,Ashland Ave & Division St,Subscriber,Female,1988
10423074,6/30/2016 19:05,6/30/2016 19:17,454,749,302,Sheffield Ave & Wrightwood Ave,268,Lake Shore Dr & North Blvd,Subscriber,Male,1992
10422968,6/30/2016 19:00,6/30/2016 19:18,5587,1097,268,Lake Shore Dr & North Blvd,35,Streeter Dr & Grand Ave,Customer,,
10422850,6/30/2016 18:56,6/30/2016 19:29,3035,1993,85,Michigan Ave & Oak St,225,Halsted St & Dickens Ave,Customer,,
10422735,6/30/2016 18:51,6/30/2016 19:11,3776,1226,5,State St & Harrison St,184,State St & 35th St,Subscriber,Female,1992
10422625,6/30/2016 18:47,6/30/2016 18:52,2236,267,91,Clinton St & Washington Blvd,198,Green St & Madison St,Subscriber,Female,1987
10422511,6/30/2016 18:43,6/30/2016 19:04,2290,1278,312,Clarendon Ave & Gordon Ter,154,Southport Ave & Belmont Ave,Subscriber,Female,1988
10422375,6/30/2016 18:38,6/30/2016 18:47,1053,487,198,Green St & Madison St,108,Halsted St & Polk St,Subscriber,Male,1986
10422254,6/30/2016 18:34,6/30/2016 18:41,2179,417,90,Millennium Park,7,Field Blvd & South Water St,Subscriber,Male,1983
10422145,6/30/2016 18:29,6/30/2016 18:37,238,472,133,Kingsbury St & Kinzie St,211,St. Clair St & Erie St,Subscriber,Male,1985
10422037,6/30/2016 18:26,6/30/2016 18:40,3423,850,273,Michigan Ave & 18th St,90,Millennium Park,Subscriber,Male,1962
10421915,6/30/2016 18:22,6/30/2016 18:40,3150,1100,94,Clark St & Armitage Ave,6,Dusable Harbor,Subscriber,Female,1987
10421792,6/30/2016 18:19,6/30/2016 18:32,2106,815,340,Clark St & Wrightwood Ave,307,Southport Ave & Clybourn Ave,Subscriber,Male,1966
10421678,6/30/2016 18:15,6/30/2016 18:32,215,1026,213,Leavitt St & North Ave,56,Desplaines St & Kinzie St,Subscriber,Female,1981
10421545,6/30/2016 18:11,6/30/2016 18:21,432,595,294,Broadway & Berwyn Ave,464,Damen Ave & Foster Ave,Subscriber,Male,1973
10421430,6/30/2016 18:08,6/30/2016 18:27,5857,1128,182,Wells St & Elm St,310,Damen Ave & Charleston St,Subscriber,Male,1965
10421321,6/30/2016 18:05,6/30/2016 18:23,5821,1089,177,Theater on the Lake,249,Montrose Harbor,Subscriber,Male,1987
10421217,6/30/2016 18:01,6/30/2016 18:06,4,271,359,Larrabee St & Division St,20,Sheffield Ave & Kingsbury St,Subscriber,Male,1982
10421109,6/30/2016 17:58,6/30/2016 18:14,1696,984,319,Greenview Ave & Diversey Pkwy,324,Stockton Dr & Wrightwood Ave,Subscriber,Female,1986
10420995,6/30/2016 17:55,6/30/2016 18:12,4299,1004,287,Franklin St & Monroe St,24,Fairbanks Ct & Grand Ave,Subscriber,Male,1986
10420873,6/30/2016 17:52,6/30/2016 18:23,3844,1867,6,Dusable Harbor,76,Lake Shore Dr & Monroe St,Customer,,
10420733,6/30/2016 17:49,6/30/2016 17:53,4234,264,457,Clark St & Elmdale Ave,458,Broadway & Thorndale Ave,Subscriber,Female,1984
10420612,6/30/2016 17:46,6/30/2016 17:52,4538,360,497,Kimball Ave & Belmont Ave,490,Troy St & Elston Ave,Subscriber,Male,1989
10420495,6/30/2016 17:42,6/30/2016 17:51,4139,552,49,Dearborn St & Monroe St,134,Peoria St & Jackson Blvd,Subscriber,Male,1975
10420386,6/30/2016 17:39,6/30/2016 17:44,4641,297,110,Dearborn St & Erie St,47,State St & Kinzie St,Subscriber,Female,1969
10420266,6/30/2016 17:36,6/30/2016 17:39,4123,209,240,Sheridan Rd & Irving Park Rd,312,Clarendon Ave & Gordon Ter,Subscriber,Male,1984
10420154,6/30/2016 17:33,6/30/2016 17:49,2903,945,112,Green St & Randolph St,17,Wood St & Division St,Subscriber,Male,1971
10420042,6/30/2016 17:30,6/30/2016 17:53,1904,1411,192,Canal St & Adams St,153,Southport Ave & Wellington Ave,Subscriber,Male,1984
10419936,6/30/2016 17:27,6/30/2016 17:41,4132,810,213,Leavitt St & North Ave,511,Albany Ave & Bloomingdale Ave,Subscriber,Male,1989
10419825,6/30/2016 17:25,6/30/2016 17:43,5356,1085,77,Clinton St & Madison St,225,Halsted St & Dickens Ave,Subscriber,Male,1992
10419713,6/30/2016 17:21,6/30/2016 17:29,1961,454,154,Southport Ave & Belmont Ave,13,Wilton Ave & Diversey Pkwy,Subscriber,Female,1988
10419601,6/30/2016 17:19,6/30/2016 19:04,1555,6287,161,Rush St & Superior St,90,Millennium Park,Customer,,
10419484,6/30/2016 17:16,6/30/2016 17:26,3246,585,43,Michigan Ave & Washington St,96,Desplaines St & Randolph St,Subscriber,Male,1986
10419372,6/30/2016 17:13,6/30/2016 17:33,3988,1198,212,Orleans St & Ohio St,273,Michigan Ave & 18th St,Subscriber,Male,1972
10419260,6/30/2016 17:10,6/30/2016 17:17,1959,380,166,Ashland Ave & Wrightwood Ave,13,Wilton Ave & Diversey Pkwy,Subscriber,Male,1993
10419149,6/30/2016 17:08,6/30/2016 17:16,2750,459,49,Dearborn St & Monroe St,52,Michigan Ave & Lake St,Subscriber,Male,1987
10419039,6/30/2016 17:06,6/30/2016 17:14,1752,458,39,Wabash Ave & Adams St,174,Canal St & Madison St,Subscriber,Female,1989
10418933,6/30/2016 17:04,6/30/2016 17:20,4266,962,210,Ashland Ave & Division St,285,Wood St & Grand Ave,Subscriber,Female,1990
10418829,6/30/2016 17:01,6/30/2016 17:17,754,945,18,Wacker Dr & Washington St,186,Ogden Ave & Race Ave,Subscriber,Female,1972
10418720,6/30/2016 16:58,6/30/2016 17:11,2570,793,176,Clark St & Elm St,340,Clark St & Wrightwood Ave,Subscriber,Female,1982
10418613,6/30/2016 16:56,6/30/2016 17:02,383,361,89,Financial Pl & Congress Pkwy,59,Wabash Ave & Roosevelt Rd,Subscriber,Male,1977
10418503,6/30/2016 16:53,6/30/2016 17:03,1239,586,85,Michigan Ave & Oak St,24,Fairbanks Ct & Grand Ave,Subscriber,Male,1982
10418392,6/30/2016 16:50,6/30/2016 17:19,3714,1711,214,Damen Ave & Grand Ave,254,Pine Grove Ave & Irving Park Rd,Subscriber,Male,1960
10418275,6/30/2016 16:47,6/30/2016 16:54,4713,432,176,Clark St & Elm St,126,Clark St & North Ave,Subscriber,Male,1954
10418159,6/30/2016 16:43,6/30/2016 17:04,5127,1241,208,Ashland Ave & 21st St,103,Clinton St & Polk St (*),Subscriber,Male,1997
10418032,6/30/2016 16:39,6/30/2016 16:47,4066,472,43,Michigan Ave & Washington St,321,Wabash Ave & 8th St,Subscriber,Male,1974
10417923,6/30/2016 16:35,6/30/2016 16:49,4960,815,287,Franklin St & Monroe St,59,Wabash Ave & Roosevelt Rd,Subscriber,Male,1976
10417812,6/30/2016 16:32,6/30/2016 16:44,5077,711,326,Clark St & Leland Ave,294,Broadway & Berwyn Ave,Subscriber,Male,1987
10417684,6/30/2016 16:27,6/30/2016 16:51,2524,1454,425,Harper Ave & 59th St,150,Fort Dearborn Dr & 31st St,Subscriber,Female,1984
10417565,6/30/2016 16:22,6/30/2016 16:58,2952,2147,27,Larrabee St & North Ave,85,Michigan Ave & Oak St,Customer,,
10417451,6/30/2016 16:19,6/30/2016 16:22,1993,220,149,Calumet Ave & 33rd St,148,State St & 33rd St,Subscriber,Male,1991
10417342,6/30/2016 16:14,6/30/2016 16:23,1871,544,49,Dearborn St & Monroe St,133,Kingsbury St & Kinzie St,Subscriber,Male,1984
10417232,6/30/2016 16:09,6/30/2016 16:14,324,276,109,900 W Harrison St,75,Canal St & Jackson Blvd,Subscriber,Male,1978
10417122,6/30/2016 16:04,6/30/2016 16:09,1993,297,148,State St & 33rd St,149,Calumet Ave & 33rd St,Subscriber,Female,1988
10417007,6/30/2016 15:59,6/30/2016 16:46,162,2828,44,State St & Randolph St,43,Michigan Ave & Washington St,Customer,,
10416887,6/30/2016 15:54,6/30/2016 16:18,3220,1396,35,Streeter Dr & Grand Ave,97,Museum Campus,Customer,,
10416775,6/30/2016 15:50,6/30/2016 15:54,311,245,111,Sedgwick St & Huron St,133,Kingsbury St & Kinzie St,Subscriber,Male,1985
10416670,6/30/2016 15:45,6/30/2016 15:50,2802,337,326,Clark St & Leland Ave,463,Clark St & Berwyn Ave,Subscriber,Female,1991
10416549,6/30/2016 15:39,6/30/2016 16:01,3590,1329,287,Franklin St & Monroe St,279,Halsted St & 35th St (*),Subscriber,Male,1984
10416423,6/30/2016 15:33,6/30/2016 16:02,2676,1717,254,Pine Grove Ave & Irving Park Rd,85,Michigan Ave & Oak St,Subscriber,Male,1978
10416301,6/30/2016 15:26,6/30/2016 15:42,2536,923,35,Streeter Dr & Grand Ave,35,Streeter Dr & Grand Ave,Customer,,
10416169,6/30/2016 15:20,6/30/2016 15:45,4683,1533,255,Indiana Ave & Roosevelt Rd,97,Museum Campus,Customer,,
10416027,6/30/2016 15:13,7/1/2016 9:15,4268,64937,290,Kedzie Ave & Palmer Ct,290,Kedzie Ave & Palmer Ct,Customer,,
10415891,6/30/2016 15:06,6/30/2016 15:14,456,524,40,LaSalle St & Adams St,233,Sangamon St & Washington Blvd (*),Subscriber,Female,1985
10415773,6/30/2016 14:59,6/30/2016 15:14,3858,877,211,St. Clair St & Erie St,268,Lake Shore Dr & North Blvd,Subscriber,Female,1987
10415643,6/30/2016 14:52,6/30/2016 15:00,138,512,465,Marine Dr & Ainslie St,245,Clarendon Ave & Junior Ter,Subscriber,Male,1978
10415502,6/30/2016 14:43,6/30/2016 14:59,829,937,434,Ogden Ave & Roosevelt Rd,108,Halsted St & Polk St,Subscriber,Male,1990
10415378,6/30/2016 14:36,6/30/2016 14:48,5361,763,346,Ada St & Washington Blvd,21,Aberdeen St & Jackson Blvd,Subscriber,Female,1974
10415258,6/30/2016 14:28,6/30/2016 14:47,2968,1177,45,Michigan Ave & Congress Pkwy,3,Shedd Aquarium,Customer,,
10415144,6/30/2016 14:21,6/30/2016 14:41,1160,1202,255,Indiana Ave & Roosevelt Rd,33,State St & Van Buren St,Customer,,
10415032,6/30/2016 14:12,6/30/2016 14:35,3635,1399,265,Cottage Grove Ave & Oakwood Blvd,150,Fort Dearborn Dr & 31st St,Customer,,
10414916,6/30/2016 14:04,6/30/2016 14:57,4209,3174,125,Rush St & Hubbard St,35,Streeter Dr & Grand Ave,Customer,,
10414802,6/30/2016 13:57,6/30/2016 14:11,315,824,332,Halsted St & Diversey Pkwy,177,Theater on the Lake,Customer,,
10414687,6/30/2016 13:51,6/30/2016 13:55,720,198,128,Damen Ave & Chicago Ave,350,Ashland Ave & Chicago Ave,Subscriber,Female,1983
10414573,6/30/2016 13:44,6/30/2016 13:53,4735,584,74,Kingsbury St & Erie St,66,Clinton St & Lake St,Subscriber,Male,1989
10414447,6/30/2016 13:37,6/30/2016 14:00,3130,1330,161,Rush St & Superior St,268,Lake Shore Dr & North Blvd,Customer,,
10414305,6/30/2016 13:29,6/30/2016 13:53,5896,1477,329,Lake Shore Dr & Diversey Pkwy,181,LaSalle St & Illinois St,Subscriber,Male,1980
10414165,6/30/2016 13:21,6/30/2016 13:29,2518,464,164,Franklin St & Lake St,36,Franklin St & Jackson Blvd,Subscriber,Male,1980
10414040,6/30/2016 13:14,6/30/2016 13:18,5166,241,176,Clark St & Elm St,180,Ritchie Ct & Banks St,Subscriber,Male,1962
10413919,6/30/2016 13:06,6/30/2016 13:12,867,340,320,Loomis St & Lexington St,108,Halsted St & Polk St,Subscriber,Male,1995
10413806,6/30/2016 12:57,6/30/2016 13:10,5868,734,315,Elston Ave & Wabansia Ave,60,Dayton St & North Ave,Subscriber,Male,1964
10413688,6/30/2016 12:50,6/30/2016 12:55,1791,314,126,Clark St & North Ave,176,Clark St & Elm St,Subscriber,Male,1988
10413566,6/30/2016 12:42,6/30/2016 12:50,107,484,326,Clark St & Leland Ave,165,Clark St & Grace St,Subscriber,Male,1964
10413453,6/30/2016 12:35,6/30/2016 13:04,3425,1738,26,McClurg Ct & Illinois St,268,Lake Shore Dr & North Blvd,Customer,,
10413341,6/30/2016 12:27,6/30/2016 12:42,4286,884,223,Clifton Ave & Armitage Ave,158,Milwaukee Ave & Wabansia Ave,Subscriber,Male,1969
10413224,6/30/2016 12:21,6/30/2016 12:25,5676,255,344,Ravenswood Ave & Lawrence Ave,311,Leavitt St & Lawrence Ave,Subscriber,Male,1986
10413095,6/30/2016 12:14,6/30/2016 12:18,628,235,62,McCormick Place,273,Michigan Ave & 18th St,Subscriber,Male,1969
10412947,6/30/2016 12:07,6/30/2016 12:35,4991,1692,68,Clinton St & Tilden St,210,Ashland Ave & Division St,Subscriber,Male,1988
10412829,6/30/2016 11:59,6/30/2016 12:12,1339,763,44,State St & Randolph St,84,Union Ave & Grand Ave,Subscriber,Female,1961
10412679,6/30/2016 11:50,6/30/2016 11:52,5304,120,419,Lake Park Ave & 53rd St,417,Cornell Ave & Hyde Park Blvd,Subscriber,Male,1988
10412562,6/30/2016 11:42,6/30/2016 11:50,357,439,133,Kingsbury St & Kinzie St,194,Wabash Ave & Wacker Pl,Subscriber,Male,1971
10412446,6/30/2016 11:35,6/30/2016 11:51,2562,1005,313,Lakeview Ave & Fullerton Pkwy,85,Michigan Ave & Oak St,Subscriber,Male,1983
10412319,6/30/2016 11:25,6/30/2016 11:40,1922,890,217,May St & Fulton St,383,Ashland Ave & Harrison St,Subscriber,Male,1985
10412179,6/30/2016 11:16,6/30/2016 11:37,3437,1263,35,Streeter Dr & Grand Ave,85,Michigan Ave & Oak St,Customer,,
10412058,6/30/2016 11:07,6/30/2016 11:12,3314,327,284,Michigan Ave & Jackson Blvd,90,Millennium Park,Customer,,
10411929,6/30/2016 10:57,6/30/2016 11:02,3716,296,220,Hampden Ct & Diversey Pkwy,13,Wilton Ave & Diversey Pkwy,Subscriber,Male,1966
10411804,6/30/2016 10:44,6/30/2016 11:02,3314,1055,3,Shedd Aquarium,284,Michigan Ave & Jackson Blvd,Customer,,
10411678,6/30/2016 10:34,6/30/2016 10:45,2710,635,340,Clark St & Wrightwood Ave,166,Ashland Ave & Wrightwood Ave,Subscriber,Male,1966
10411555,6/30/2016 10:23,6/30/2016 10:45,4999,1309,85,Michigan Ave & Oak St,3,Shedd Aquarium,Customer,,
10411394,6/30/2016 10:13,6/30/2016 10:33,1170,1215,85,Michigan Ave & Oak St,35,Streeter Dr & Grand Ave,Customer,,
10411245,6/30/2016 10:01,6/30/2016 10:11,2105,587,182,Wells St & Elm St,77,Clinton St & Madison St,Subscriber,Male,1965
10411099,6/30/2016 9:50,6/30/2016 9:54,2676,282,141,Clark St & Lincoln Ave,291,Wells St & Evergreen Ave,Subscriber,Female,1982
10410972,6/30/2016 9:39,6/30/2016 9:46,2809,419,224,Halsted St & Willow St,94,Clark St & Armitage Ave,Subscriber,Male,1997
10410852,6/30/2016 9:30,6/30/2016 9:31,3135,88,71,Morgan St & Lake St,112,Green St & Randolph St,Subscriber,Male,1981
10410735,6/30/2016 9:21,6/30/2016 9:41,2491,1196,334,Lake Shore Dr & Belmont Ave,24,Fairbanks Ct & Grand Ave,Subscriber,Male,1993
10410614,6/30/2016 9:13,6/30/2016 9:26,3935,741,341,Adler Planetarium,150,Fort Dearborn Dr & 31st St,Customer,,
10410491,6/30/2016 9:08,6/30/2016 9:25,4598,1007,138,Clybourn Ave & Division St,91,Clinton St & Washington Blvd,Subscriber,Male,1972
10410338,6/30/2016 9:02,6/30/2016 9:18,4548,914,60,Dayton St & North Ave,194,Wabash Ave & Wacker Pl,Subscriber,Female,1988
10410178,6/30/2016 8:57,6/30/2016 9:09,5131,744,301,Clark St & Schiller St,81,Daley Center Plaza,Subscriber,Male,1971
10410052,6/30/2016 8:52,6/30/2016 8:59,5360,446,122,Ogden Ave & Congress Pkwy,186,Ogden Ave & Race Ave,Subscriber,Male,1973
10409929,6/30/2016 8:47,6/30/2016 8:58,3804,649,98,LaSalle St & Washington St,111,Sedgwick St & Huron St,Subscriber,Male,1955
10409801,6/30/2016 8:43,6/30/2016 9:10,812,1581,177,Theater on the Lake,90,Millennium Park,Subscriber,Male,1967
10409672,6/30/2016 8:39,6/30/2016 8:53,3730,835,183,Damen Ave & Augusta Blvd,342,Wolcott Ave & Polk St,Subscriber,Male,1992
10409551,6/30/2016 8:35,6/30/2016 8:57,5575,1316,30,Ashland Ave & Augusta Blvd,194,Wabash Ave & Wacker Pl,Subscriber,Female,1985
10409437,6/30/2016 8:31,6/30/2016 8:41,5412,603,394,Clark St & 9th St (AMLI),81,Daley Center Plaza,Subscriber,Male,1985
10409323,6/30/2016 8:26,6/30/2016 8:48,3615,1333,234,Clark St & Montrose Ave,289,Wells St & Concord Ln,Subscriber,Female,1981
10409213,6/30/2016 8:23,6/30/2016 8:33,4781,644,417,Cornell Ave & Hyde Park Blvd,423,University Ave & 57th St,Subscriber,Female,1990
10409082,6/30/2016 8:18,6/30/2016 8:39,4842,1241,87,Racine Ave & Fullerton Ave,91,Clinton St & Washington Blvd,Subscriber,Female,1986
10408956,6/30/2016 8:14,6/30/2016 8:33,5632,1113,129,Blue Island Ave & 18th St,283,LaSalle St & Jackson Blvd,Subscriber,Male,1985
10408831,6/30/2016 8:10,6/30/2016 8:13,122,202,28,Larrabee St & Menomonee St,118,Sedgwick St & North Ave,Subscriber,Male,1990
10408721,6/30/2016 8:06,6/30/2016 8:11,1481,279,191,Canal St & Monroe St (*),49,Dearborn St & Monroe St,Subscriber,Male,1971
10408611,6/30/2016 8:02,6/30/2016 8:09,2220,437,184,State St & 35th St,193,State St & 29th St,Subscriber,Female,1992
10408485,6/30/2016 7:58,6/30/2016 8:14,5306,967,61,Wood St & Milwaukee Ave,100,Orleans St & Merchandise Mart Plaza,Subscriber,Male,1992
10408350,6/30/2016 7:53,6/30/2016 7:59,5277,324,110,Dearborn St & Erie St,47,State St & Kinzie St,Subscriber,Female,1988
10408221,6/30/2016 7:49,6/30/2016 7:55,1872,385,51,Clark St & Randolph St,195,Columbus Dr & Randolph St,Subscriber,Male,1968
10408107,6/30/2016 7:45,6/30/2016 7:50,3157,293,16,Paulina Ave & North Ave,69,Damen Ave & Pierce Ave,Subscriber,Male,1980
10407996,6/30/2016 7:40,6/30/2016 7:51,5032,659,359,Larrabee St & Division St,61,Wood St & Milwaukee Ave,Subscriber,Male,1984
10407884,6/30/2016 7:35,6/30/2016 7:50,5296,866,77,Clinton St & Madison St,161,Rush St & Superior St,Subscriber,Male,1965
10407599,6/30/2016 7:30,6/30/2016 7:33,2336,172,39,Wabash Ave & Adams St,40,LaSalle St & Adams St,Subscriber,Female,1984
10407484,6/30/2016 7:25,6/30/2016 8:38,4879,4435,90,Millennium Park,76,Lake Shore Dr & Monroe St,Customer,,
10407367,6/30/2016 7:20,6/30/2016 7:28,5318,499,50,Clark St & Congress Pkwy,52,Michigan Ave & Lake St,Subscriber,Male,1967
10407247,6/30/2016 7:13,6/30/2016 7:18,2066,278,256,Broadway & Sheridan Rd,256,Broadway & Sheridan Rd,Subscriber,Female,1975
10407139,6/30/2016 7:07,6/30/2016 7:10,4872,211,303,Broadway & Cornelia Ave,300,Broadway & Barry Ave,Subscriber,Male,1987
10407006,6/30/2016 6:58,6/30/2016 7:01,4394,208,106,State St & Pearson St,31,Franklin St & Chicago Ave,Subscriber,Male,1987
10406892,6/30/2016 6:50,6/30/2016 7:06,3358,977,301,Clark St & Schiller St,44,State St & Randolph St,Subscriber,Female,1957
10406778,6/30/2016 6:40,6/30/2016 6:47,3972,445,75,Canal St & Jackson Blvd,22,May St & Taylor St,Subscriber,Male,1971
10406674,6/30/2016 6:29,6/30/2016 6:40,582,631,75,Canal St & Jackson Blvd,383,Ashland Ave & Harrison St,Subscriber,Male,1988
10406552,6/30/2016 6:16,6/30/2016 6:24,5177,529,283,LaSalle St & Jackson Blvd,140,Dearborn Pkwy & Delaware Pl,Subscriber,Male,1981
10406441,6/30/2016 5:58,6/30/2016 6:05,1392,421,511,Albany Ave & Bloomingdale Ave,116,Western Ave & Winnebago Ave,Subscriber,Male,1973
10406332,6/30/2016 5:19,6/30/2016 5:25,1230,371,331,Halsted St & Blackhawk St (*),182,Wells St & Elm St,Subscriber,Male,1990
10406228,6/30/2016 1:41,6/30/2016 1:47,5605,370,39,Wabash Ave & Adams St,41,Federal St & Polk St,Customer,,
10406122,6/30/2016 0:03,6/30/2016 0:12,1093,526,220,Hampden Ct & Diversey Pkwy,190,Southport Ave & Wrightwood Ave,Subscriber,Male,1974
10426548,6/30/2016 23:30,6/30/2016 23:57,2702,1618,291,Wells St & Evergreen Ave,116,Western Ave & Winnebago Ave,Subscriber,Male,1983
10426416,6/30/2016 23:07,6/30/2016 23:14,4162,447,115,Sheffield Ave & Wellington Ave,114,Sheffield Ave & Addison St,Subscriber,Male,1993
10426275,6/30/2016 22:46,6/30/2016 22:56,5717,585,52,Michigan Ave & Lake St,284,Michigan Ave & Jackson Blvd,Customer,,
10426153,6/30/2016 22:30,6/30/2016 23:02,4621,1947,118,Sedgwick St & North Ave,314,Ravenswood Ave & Berteau Ave,Subscriber,Male,1985
10426013,6/30/2016 22:17,6/30/2016 22:20,2343,203,153,Southport Ave & Wellington Ave,229,Southport Ave & Roscoe St,Subscriber,Male,1992
10425879,6/30/2016 22:03,6/30/2016 22:11,4582,502,33,State St & Van Buren St,168,Michigan Ave & 14th St,Subscriber,Male,1975
10425746,6/30/2016 21:51,6/30/2016 22:21,4613,1756,69,Damen Ave & Pierce Ave,199,Wabash Ave & Grand Ave,Customer,,
10425639,6/30/2016 21:38,6/30/2016 21:59,5638,1227,289,Wells St & Concord Ln,157,Lake Shore Dr & Wellington Ave,Subscriber,Male,1987
10425515,6/30/2016 21:28,6/30/2016 21:49,748,1288,223,Clifton Ave & Armitage Ave,498,California Ave & Fletcher St,Customer,,
10425381,6/30/2016 21:17,6/30/2016 21:40,881,1348,272,Indiana Ave & 31st St,55,Halsted St & Roosevelt Rd,Subscriber,Male,1991
10425266,6/30/2016 21:09,6/30/2016 21:29,4795,1210,498,California Ave & Fletcher St,27,Larrabee St & North Ave,Customer,,
10425119,6/30/2016 20:59,6/30/2016 21:10,5471,668,146,Loomis St & Jackson Blvd,376,Artesian Ave & Hubbard St,Subscriber,Female,1969
10425000,6/30/2016 20:49,6/30/2016 20:53,55,202,337,Clark St & Chicago Ave,110,Dearborn St & Erie St,Subscriber,Male,1963
10424877,6/30/2016 20:41,6/30/2016 21:54,5523,4354,170,Clinton St & 18th St,170,Clinton St & 18th St,Customer,,
10424758,6/30/2016 20:33,6/30/2016 20:50,3560,982,210,Ashland Ave & Division St,191,Canal St & Monroe St (*),Subscriber,Male,1991
10424627,6/30/2016 20:24,6/30/2016 20:34,4759,639,423,University Ave & 57th St,121,Blackstone Ave & Hyde Park Blvd,Subscriber,Female,1986
10424493,6/30/2016 20:16,6/30/2016 20:20,427,207,199,Wabash Ave & Grand Ave,110,Dearborn St & Erie St,Subscriber,Male,1986
10424372,6/30/2016 20:09,6/30/2016 20:24,5702,892,125,Rush St & Hubbard St,68,Clinton St & Tilden St,Subscriber,Male,1994
10424242,6/30/2016 20:01,6/30/2016 20:16,5023,918,329,Lake Shore Dr & Diversey Pkwy,229,Southport Ave & Roscoe St,Subscriber,Female,1960
10424120,6/30/2016 19:54,6/30/2016 20:01,4728,394,199,Wabash Ave & Grand Ave,145,Mies van der Rohe Way & Chestnut St,Subscriber,Male,1965
